Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
178778,39,19,4,M,Married,6,P,333
161516,47,29,4,F,Single,5,P,490
185817,67,49,4,M,Single,3,D,514
191062,66,47,4,F,Single,3,P,483
130746,55,38,4,M,Married,2,P,378
132839,49,29,4,M,Single,9,P,450
155942,18,1,4,F,Married,13,P,410
195026,23,5,4,F,Married,14,P,223
163962,68,48,4,M,Single,15,P,134
189660,18,1,4,F,Single,11,P,383
144265,27,7,4,M,Single,15,P,263
113829,62,42,4,M,Single,14,P,53
181199,35,18,4,F,Single,5,D,809
110464,63,45,4,M,Married,9,P,282
185158,23,5,4,F,Single,14,P,454
153025,69,52,4,M,Married,13,P,16
145959,50,31,4,F,Married,13,P,253
146152,25,8,4,M,Single,15,D,774
126790,62,41,4,F,Married,1,P,284
117664,45,27,4,M,Married,10,P,342
108623,70,49,4,M,Married,0,P,421
141876,25,8,4,F,Married,11,P,218
156801,63,44,4,F,Married,1,P,87
166446,29,9,4,F,Married,13,P,257
167515,57,40,4,F,Single,6,P,411
193315,61,43,4,F,Married,12,P,60
159552,52,35,4,F,Single,7,P,430
176367,50,30,4,M,Married,7,P,379
187708,68,47,4,F,Single,11,P,75
148567,22,5,4,M,Married,1,P,457
150186,25,7,4,F,Married,11,P,228
140556,63,46,4,F,Single,13,P,54
112852,16,0,4,M,Married,15,P,426
158733,39,21,4,F,Married,9,P,315
160998,45,28,4,M,Single,15,P,296
135853,65,44,4,F,Married,3,P,67
122326,69,52,4,F,Married,6,P,311
156353,42,21,4,F,Married,2,D,558
177241,41,20,4,F,Married,13,P,254
157990,33,16,4,F,Single,4,D,692
166234,67,49,4,M,Married,5,D,526
164819,21,2,4,F,Single,11,D,586
118997,17,0,4,F,Married,11,P,325
173741,57,37,4,M,Single,9,P,392
182367,38,20,4,F,Married,5,D,643
186532,22,3,4,F,Single,15,P,428
111017,24,5,4,M,Single,7,D,990
180739,49,30,4,M,Single,6,P,445
197861,58,38,4,F,Married,1,D,678
197702,69,48,4,F,Single,5,P,70
101694,57,37,4,M,Single,10,P,439
147142,51,33,4,F,Married,11,P,197
132121,52,31,4,F,Married,11,P,300
157481,20,3,4,F,Married,9,P,317
187274,46,28,4,M,Single,14,P,278
145845,18,0,4,M,Married,15,P,336
164615,16,0,4,M,Married,12,P,344
124684,21,2,4,F,Single,11,P,312
130909,18,1,4,F,Married,11,P,301
188066,65,46,4,F,Married,9,P,33
185816,25,7,4,F,Married,12,P,253
157067,64,43,4,F,Married,8,P,223
167394,41,21,4,M,Married,10,P,393
139507,59,41,4,M,Married,8,P,391
180370,50,33,4,F,Married,0,D,686
123051,67,49,4,M,Single,11,P,140
136678,19,0,4,F,Married,15,P,346
132424,66,45,4,F,Married,6,P,274
132573,68,50,4,M,Single,8,P,154
178595,69,48,4,F,Single,10,P,91
106217,40,21,4,M,Married,11,P,138
166252,58,40,4,F,Single,9,P,402
194049,45,26,4,M,Single,13,P,462
164213,21,3,4,F,Married,15,P,277
169574,68,47,4,F,Married,10,P,90
111357,42,21,4,M,Married,13,P,200
146421,48,28,4,F,Married,13,P,182
129258,17,0,4,M,Single,2,D,1556
168411,50,32,4,F,Married,7,P,318
108392,25,7,4,F,Single,13,P,389
142851,59,42,4,F,Married,0,D,541
182266,46,27,4,F,Single,1,D,546
171573,62,45,4,M,Married,10,P,185
153172,24,6,4,F,Single,8,P,436
119681,58,40,4,M,Married,10,P,339
116224,29,9,4,M,Single,7,D,506
159462,61,40,4,F,Married,11,P,175
170748,49,29,4,F,Married,5,P,469
137671,51,32,4,M,Single,10,D,516
194686,65,48,4,M,Single,8,P,137
165177,21,3,4,M,Single,9,D,1079
135621,63,45,4,F,Single,0,D,542
124188,37,19,4,M,Single,11,P,191
164581,60,40,4,F,Married,12,P,259
183621,68,48,4,M,Single,6,P,276
143752,66,48,4,M,Single,0,P,142
129481,41,21,4,F,Married,1,D,502
182636,63,43,4,F,Single,9,P,141
143245,48,30,4,M,Single,6,P,465
135440,40,23,4,F,Married,10,P,295
104404,21,4,4,F,Married,12,P,264
129735,65,47,4,M,Married,12,P,85
137420,33,16,4,F,Married,15,P,258
129273,44,26,4,M,Married,6,P,391
133180,22,3,4,F,Married,9,P,439
169516,69,49,4,M,Single,0,P,336
168400,22,5,4,F,Married,9,P,341
196392,66,46,4,M,Single,7,P,433
114625,47,30,4,F,Single,6,P,404
174134,59,40,4,M,Single,2,P,491
120267,27,7,4,M,Married,7,P,421
138700,61,41,4,M,Single,0,P,108
197071,62,44,4,F,Married,10,P,35
127331,65,45,4,F,Single,8,P,303
193912,23,5,4,F,Single,11,P,255
193219,22,3,4,M,Single,15,D,837
106334,17,0,4,M,Married,7,D,523
101152,31,11,4,F,Married,8,P,340
191806,62,44,4,M,Married,10,P,319
105297,55,34,4,F,Married,7,P,291
132981,29,11,4,F,Married,2,D,535
175539,59,42,4,M,Single,15,P,431
174345,38,18,4,M,Married,7,P,335
127414,67,47,4,F,Single,5,P,104
141447,18,0,4,F,Married,7,P,427
187634,61,40,4,F,Married,13,P,203
144947,36,16,4,M,Married,14,P,268
163481,26,8,4,M,Single,9,P,496
179298,51,31,4,F,Married,5,D,627
185296,35,14,4,M,Single,9,P,452
116373,63,45,4,F,Single,8,P,347
163306,24,5,4,M,Married,15,P,296
136920,69,48,4,M,Married,3,D,637
183032,61,40,4,F,Married,12,P,80
118599,21,2,4,M,Single,15,D,577
169698,40,22,4,F,Married,10,P,327
103212,21,3,4,F,Single,15,D,628
127729,18,1,4,F,Married,15,P,283
110410,53,36,4,M,Married,4,D,683
151405,60,41,4,M,Single,10,P,239
101936,18,0,4,F,Single,15,D,551
185766,28,8,4,F,Single,4,D,744
189806,70,51,4,F,Married,12,P,124
185602,64,46,4,M,Single,10,P,203
149600,61,44,4,M,Single,11,P,173
198597,19,0,4,F,Married,15,P,324
110293,30,12,4,M,Single,11,P,203
174789,40,22,4,F,Married,4,P,443
159076,56,38,4,M,Married,14,P,279
194267,39,22,4,M,Single,9,P,456
173980,64,44,4,F,Married,8,P,196
118587,37,18,4,M,Single,15,P,340
126815,35,17,4,F,Single,2,D,693
175384,55,36,4,M,Single,2,P,412
134746,61,43,4,M,Married,10,P,269
182756,35,17,4,F,Single,9,P,380
154305,39,22,4,F,Married,8,P,348
177419,48,28,4,M,Married,2,D,503
192545,29,10,4,M,Married,2,P,432
171067,40,19,4,F,Married,1,P,324
190595,36,15,4,M,Married,6,P,348
116444,44,27,4,F,Married,7,P,310
182556,34,13,4,M,Married,6,P,324
144256,55,36,4,M,Single,7,P,403
121197,64,44,4,F,Single,7,P,302
130880,47,27,4,F,Single,6,P,446
105842,40,22,4,F,Single,0,D,608
130589,17,0,4,M,Single,11,D,979
160369,67,48,4,M,Married,9,P,164
199495,68,47,4,F,Married,6,P,254
167576,58,39,4,M,Married,14,P,262
156223,60,43,4,M,Single,13,P,43
152749,47,28,4,M,Married,8,P,323
101482,70,52,4,F,Single,8,P,65
168801,26,9,4,F,Single,13,P,232
149465,33,16,4,F,Married,9,P,339
171845,22,5,4,M,Single,15,D,687
174210,62,44,4,F,Single,1,P,167
188456,54,35,4,F,Single,11,P,363
178699,18,0,4,F,Single,11,P,465
117485,33,12,4,F,Single,15,P,188
111434,19,0,4,M,Married,1,D,1177
112771,16,0,4,M,Married,14,P,435
125816,26,9,4,F,Married,6,P,341
167137,61,42,4,M,Single,2,D,536
122159,50,30,4,F,Married,6,P,312
194616,59,42,4,M,Married,15,P,170
111516,68,47,4,F,Married,2,P,170
188547,47,27,4,M,Single,4,D,574
188950,18,0,4,M,Single,15,P,366
198435,69,52,4,F,Single,5,P,172
151636,16,0,4,M,Single,13,P,464
112744,30,10,4,M,Married,8,P,385
163463,61,43,4,F,Married,0,P,138
135252,16,0,4,F,Single,14,D,786
190266,60,43,4,F,Married,6,P,246
132412,33,14,4,M,Married,8,P,352
155526,16,0,4,M,Single,14,D,962
140697,66,47,4,M,Single,2,P,386
163563,24,7,4,F,Married,12,P,389
188945,22,4,4,M,Single,10,D,1161
159474,29,9,4,M,Married,2,P,486
141436,32,11,4,F,Married,5,P,397
140244,22,4,4,M,Married,6,D,529
171629,42,24,4,F,Married,12,P,166
115032,64,46,4,F,Married,2,P,456
157085,61,40,4,F,Married,12,P,33
130758,25,8,4,F,Married,14,P,187
153110,59,39,4,M,Married,15,P,231
183830,16,0,4,F,Single,13,P,303
116331,18,0,4,M,Single,6,D,1050
154603,65,46,4,F,Married,5,P,441
119887,21,3,4,M,Single,11,D,825
122192,69,48,4,F,Married,8,P,68
149172,43,24,4,F,Single,1,D,721
111501,25,6,4,M,Single,13,D,575
193825,63,46,4,M,Married,0,P,132
101158,19,2,4,M,Married,6,P,388
133266,69,52,4,F,Single,7,P,305
143243,57,38,4,M,Single,12,P,181
116914,69,48,4,F,Single,14,P,32
195943,22,4,4,M,Married,1,D,721
150247,61,42,4,M,Single,13,P,84
135080,22,4,4,F,Single,12,P,419
115404,40,20,4,F,Married,4,D,548
104894,57,38,4,M,Married,6,P,373
185406,41,23,4,F,Married,4,D,575
173616,19,0,4,M,Single,14,P,330
196910,69,51,4,M,Married,5,P,354
132097,66,45,4,F,Married,1,P,435
184270,17,0,4,M,Married,11,P,331
101453,25,6,4,F,Single,10,D,542
100531,64,45,4,M,Married,11,P,22
101028,61,40,4,F,Married,14,P,55
181771,25,8,4,M,Single,15,D,1033
128464,23,6,4,M,Single,13,P,485
168844,30,12,4,M,Married,1,D,665
109477,23,5,4,M,Married,12,P,220
186987,45,28,4,F,Single,7,P,442
126277,67,47,4,M,Married,14,P,56
194539,16,0,4,F,Single,11,P,410
130744,61,44,4,M,Single,2,P,425
166153,47,28,4,M,Single,15,P,368
146296,43,22,4,F,Single,2,D,550
197831,66,48,4,F,Married,5,P,66
193118,36,16,4,F,Single,8,P,444
189149,20,1,4,M,Married,15,P,313
129112,60,40,4,F,Single,15,P,205
190535,48,31,4,F,Married,6,P,297
120767,68,50,4,F,Married,9,P,33
129730,18,0,4,F,Single,11,D,603
131645,70,52,4,M,Single,9,P,226
155818,20,1,4,F,Single,10,P,482
175095,48,28,4,M,Married,7,P,347
150285,67,47,4,F,Single,6,P,227
190507,60,39,4,M,Married,5,P,500
111926,31,11,4,M,Single,6,P,497
133098,53,34,4,M,Single,12,P,276
171147,21,2,4,M,Married,9,D,645
170073,53,35,4,F,Single,10,P,386
170301,66,45,4,M,Married,12,P,58
181009,59,38,4,M,Married,12,P,131
114039,49,31,4,M,Single,8,P,471
112844,28,10,4,M,Single,7,P,410
143950,57,38,4,M,Married,8,P,342
118652,33,16,4,F,Single,6,P,432
147188,58,40,4,F,Single,3,P,442
141258,24,5,4,M,Single,13,P,416
102484,62,41,4,M,Single,11,P,145
126167,48,28,4,F,Single,4,D,612
177551,50,30,4,F,Single,11,P,339
170576,63,42,4,M,Single,0,D,554
131238,55,35,4,F,Single,4,D,562
143867,25,8,4,M,Married,7,D,689
136137,62,45,4,F,Single,5,D,591
149949,19,1,4,F,Single,12,P,285
176281,60,40,4,F,Married,8,P,33
100461,21,4,4,M,Single,15,D,796
105222,70,50,4,F,Single,9,P,135
134512,36,18,4,M,Single,4,D,519
172931,16,0,4,F,Single,15,D,600
189990,70,49,4,M,Single,8,P,345
123927,27,7,4,F,Married,1,D,613
176246,26,5,4,M,Single,5,D,626
189682,24,6,4,M,Married,14,D,588
184394,24,7,4,M,Married,15,P,463
127175,61,44,4,M,Married,6,P,370
167213,23,4,4,M,Married,11,P,333
111108,60,43,4,M,Single,5,D,719
131669,21,3,4,M,Married,11,P,424
182906,58,40,4,M,Married,12,P,343
119962,25,8,4,M,Married,8,P,352
120151,56,37,4,M,Single,12,P,224
183078,24,5,4,M,Married,14,D,612
193723,64,45,4,M,Single,7,P,93
193125,63,46,4,F,Single,12,P,156
142529,25,8,4,F,Married,11,P,229
121769,57,40,4,F,Single,9,D,500
198847,16,0,4,M,Married,4,D,1131
197637,70,49,4,M,Single,14,P,27
140204,65,47,4,F,Single,11,P,64
174139,25,7,4,F,Married,15,P,321
106960,20,3,4,F,Married,13,P,138
140017,61,41,4,M,Married,4,D,699
158823,22,3,4,M,Married,13,P,409
181029,56,36,4,M,Single,0,D,723
124063,20,1,4,M,Married,6,P,314
176990,33,16,4,M,Married,11,P,200
154338,36,19,4,M,Married,6,P,398
178383,32,13,4,F,Single,7,P,384
104036,16,0,4,M,Married,2,D,735
178596,17,0,4,F,Married,8,P,460
153980,16,0,4,F,Married,11,P,193
168264,18,0,4,M,Married,13,P,436
192777,60,40,4,F,Married,9,P,88
101048,19,1,4,F,Single,13,P,331
141795,46,29,4,F,Single,6,P,431
184771,34,16,4,F,Single,2,D,737
176995,21,2,4,F,Single,3,D,1262
182744,66,45,4,F,Single,7,P,267
109315,54,33,4,M,Single,3,D,947
170980,23,6,4,F,Single,11,P,279
140007,53,32,4,F,Married,11,P,182
186170,18,1,4,F,Married,12,P,294
164421,60,40,4,F,Single,9,P,120
151459,60,43,4,M,Married,15,P,24
197791,25,8,4,M,Married,9,P,385
125130,37,19,4,M,Single,4,D,787
142860,54,33,4,M,Single,7,P,496
154525,44,27,4,M,Married,4,D,697
123623,61,43,4,M,Married,6,P,69
149325,16,0,4,M,Married,1,D,1130
118998,21,4,4,M,Single,5,D,1594
193912,30,11,4,M,Single,5,D,522
131444,26,5,4,M,Married,2,D,631
144886,21,4,4,M,Single,7,D,1068
136792,65,45,4,M,Single,10,P,45
102665,68,50,4,F,Married,10,P,221
151916,28,10,4,M,Single,10,P,465
168785,22,5,4,F,Married,11,P,253
167836,45,28,4,F,Married,5,P,490
139304,61,40,4,M,Single,5,P,91
195752,67,49,4,M,Married,8,P,244
142376,69,49,4,F,Single,4,P,83
110528,41,21,4,F,Married,6,P,337
190611,26,9,4,M,Single,13,P,429
198632,58,39,4,F,Married,5,D,531
178152,63,43,4,F,Single,6,P,268
157984,51,34,4,M,Single,7,D,513
128296,61,40,4,M,Single,4,P,48
136849,64,46,4,M,Married,1,P,412
123886,62,41,4,M,Married,2,P,139
140138,52,34,4,F,Married,10,P,298
132768,24,7,4,M,Single,13,D,536
193224,20,1,4,F,Married,7,P,375
174155,59,41,4,F,Single,10,P,447
140220,18,0,4,F,Married,15,P,203
180007,67,48,4,M,Married,6,P,278
126387,50,32,4,M,Single,10,D,511
134194,41,22,4,F,Married,13,P,180
133641,18,0,4,F,Married,15,P,334
103157,35,18,4,F,Single,6,P,341
132729,23,4,4,M,Married,10,D,657
118683,32,11,4,F,Married,3,P,354
147543,20,2,4,M,Married,11,P,341
147334,70,52,4,M,Single,0,P,214
113487,63,46,4,F,Married,6,P,292
120052,16,0,4,M,Married,7,P,361
163503,21,4,4,M,Single,12,D,656
192237,25,8,4,M,Married,3,D,838
195201,66,47,4,F,Married,13,P,60
150090,28,9,4,F,Single,3,D,583
137342,66,48,4,M,Single,11,P,39
136933,61,42,4,F,Married,7,P,231
171182,17,0,4,M,Single,15,D,1260
183084,65,47,4,M,Married,9,P,34
111323,20,2,4,F,Single,13,P,457
116926,39,22,4,M,Married,12,P,210
110047,45,24,4,F,Married,15,P,317
127195,20,2,4,F,Single,11,P,225
118830,22,4,4,M,Single,7,D,1094
111647,70,49,4,M,Married,15,P,113
101504,17,0,4,M,Single,9,D,1318
178772,69,51,4,M,Married,6,P,132
185096,61,44,4,F,Single,1,P,139
136046,68,51,4,F,Married,10,P,250
113690,22,3,4,F,Single,11,P,149
178090,47,30,4,M,Married,8,P,352
148023,49,29,4,M,Married,6,P,371
185510,20,3,4,M,Married,7,P,389
122946,48,27,4,F,Single,2,P,438
137505,65,48,4,M,Single,9,P,144
138210,38,21,4,F,Single,14,P,402
156029,29,10,4,M,Single,9,P,449
194434,25,7,4,M,Single,11,D,525
194944,18,0,4,M,Single,13,D,1201
159653,61,43,4,M,Single,9,P,400
187212,67,46,4,F,Single,14,P,101
115151,21,3,4,M,Single,13,D,557
194078,42,24,4,F,Single,8,P,394
175829,69,51,4,F,Married,10,P,191
107080,44,26,4,M,Married,7,P,370
185088,30,10,4,F,Single,12,P,223
159297,22,5,4,F,Married,6,P,257
151816,41,22,4,F,Single,1,D,726
191721,31,10,4,M,Single,4,D,910
171845,35,16,4,M,Married,15,P,404
188991,59,42,4,M,Married,12,P,371
111304,68,51,4,F,Single,10,P,272
173616,16,0,4,F,Married,13,P,274
199254,62,43,4,F,Married,9,P,300
148317,25,8,4,F,Married,8,P,418
186999,51,34,4,M,Single,7,P,468
190310,32,12,4,F,Married,6,P,312
165116,69,50,4,M,Single,14,P,179
195129,51,33,4,F,Married,15,P,184
166214,65,47,4,M,Single,2,P,161
115914,26,6,4,M,Single,3,D,829
158873,44,25,4,M,Married,3,D,617
161528,56,35,4,F,Single,1,D,563
108088,53,36,4,F,Single,6,P,410
138209,57,40,4,M,Single,9,P,462
109865,70,53,4,M,Single,9,P,269
174034,62,41,4,M,Married,7,P,292
147445,47,26,4,M,Single,11,P,482
191109,27,6,4,M,Married,9,P,329
160006,18,1,4,F,Single,13,D,503
105678,54,35,4,F,Single,10,P,375
126652,69,50,4,F,Single,1,P,152
116167,23,6,4,F,Married,4,D,596
150233,18,0,4,F,Married,11,P,122
148600,27,7,4,M,Married,13,P,308
136055,63,44,4,M,Single,2,P,147
173228,24,6,4,F,Single,15,P,263
132755,59,41,4,F,Married,0,P,354
181590,70,49,4,F,Single,2,P,266
126830,21,2,4,M,Single,10,D,631
149391,52,31,4,F,Married,14,P,294
112944,42,25,4,F,Married,8,P,321
165211,22,3,4,F,Single,6,P,457
120571,39,20,4,M,Married,2,D,585
144790,21,4,4,M,Single,15,D,1039
115018,29,12,4,F,Married,8,P,311
174092,70,49,4,F,Single,7,P,112
151804,43,26,4,M,Married,13,P,324
156037,22,5,4,F,Married,14,P,206
165523,65,46,4,F,Single,10,P,109
111542,30,9,4,M,Married,10,P,355
151554,41,24,4,F,Single,9,P,422
124469,32,13,4,F,Married,5,P,319
148935,46,27,4,F,Single,15,P,277
116077,70,51,4,F,Single,11,P,32
147439,23,6,4,F,Married,15,P,428
157566,24,6,4,F,Single,12,P,490
127245,48,28,4,M,Married,10,P,329
119590,22,3,4,F,Married,9,P,273
185813,65,44,4,F,Single,3,P,200
137592,24,6,4,M,Single,5,D,1621
177787,50,30,4,M,Single,14,P,268
121331,36,19,4,M,Single,15,P,405
187150,55,36,4,M,Married,6,P,308
150869,62,43,4,F,Married,10,P,29
176406,19,2,4,F,Married,14,P,111
123074,61,43,4,M,Married,0,P,191
177232,67,49,4,F,Married,12,P,15
137771,24,7,4,F,Married,15,P,180
196105,38,19,4,M,Married,7,P,375
150804,17,0,4,M,Single,12,D,619
181725,34,15,4,M,Single,12,P,411
167132,63,44,4,F,Married,10,P,287
180594,68,47,4,M,Single,6,P,373
193964,28,10,4,F,Single,11,P,197
171123,66,47,4,F,Married,4,P,418
152640,68,51,4,F,Married,7,P,174
193043,50,29,4,F,Married,5,D,655
105909,67,48,4,M,Married,7,P,148
153155,60,40,4,F,Married,4,P,53
160895,39,22,4,F,Married,3,P,320
190897,29,9,4,M,Married,10,P,335
168527,40,19,4,F,Single,0,D,558
132767,65,45,4,F,Married,15,P,20
150245,29,8,4,F,Single,4,D,748
107065,57,38,4,M,Married,10,P,373
185548,51,31,4,M,Single,13,P,165
157864,53,33,4,F,Single,9,P,423
128525,45,26,4,M,Single,7,D,538
148649,59,39,4,F,Single,7,P,384
113399,19,0,4,M,Married,14,P,349
124750,44,24,4,F,Married,5,D,500
175928,70,51,4,F,Single,4,P,240
161219,50,29,4,M,Single,6,P,473
142220,61,44,4,F,Married,9,P,187
163100,63,45,4,F,Single,10,P,132
118352,17,0,4,M,Single,13,D,924
113858,16,0,4,F,Single,14,P,218
188169,69,50,4,F,Married,1,P,284
140254,68,50,4,M,Married,13,P,72
196201,68,51,4,F,Married,8,P,250
111979,35,14,4,M,Single,10,P,419
144672,25,8,4,M,Single,14,D,525
111042,27,6,4,M,Married,11,P,183
104567,51,31,4,M,Married,7,P,393
106417,24,6,4,F,Married,14,P,190
127397,42,21,4,F,Married,10,P,345
173433,18,1,4,F,Married,15,P,269
142100,70,53,4,F,Married,0,P,414
182526,70,52,4,F,Married,9,P,187
122734,23,5,4,M,Married,6,D,585
143825,65,45,4,F,Married,5,P,224
142531,22,5,4,F,Single,13,P,443
152911,60,41,4,M,Single,9,P,45
170309,46,28,4,F,Married,9,P,365
194128,23,4,4,F,Single,15,D,719
126030,53,35,4,M,Married,14,P,282
191744,20,3,4,F,Married,8,P,356
180779,44,24,4,F,Married,9,P,361
160854,54,34,4,M,Married,7,P,425
140509,42,25,4,F,Married,11,P,226
151805,62,44,4,F,Married,10,P,172
169304,46,25,4,M,Married,14,P,209
129589,46,27,4,F,Single,12,P,410
131082,28,9,4,F,Married,6,P,327
123715,61,44,4,M,Married,6,P,114
197336,58,41,4,M,Single,6,P,411
194250,61,42,4,F,Married,3,P,76
116100,59,41,4,F,Single,6,P,452
144417,55,36,4,M,Single,12,P,196
185733,25,6,4,M,Married,10,D,656
110789,55,38,4,M,Single,15,P,203
197242,63,46,4,F,Married,9,P,54
126059,32,13,4,F,Married,15,P,260
136848,24,7,4,M,Single,14,D,528
167244,63,45,4,M,Married,11,P,80
183736,66,45,4,M,Married,12,P,192
111946,18,1,4,M,Single,15,D,762
130444,62,44,4,F,Married,14,P,25
137244,66,48,4,F,Single,12,P,38
181717,26,9,4,F,Single,7,P,384
157186,59,38,4,F,Single,15,P,240
167485,64,44,4,F,Married,13,P,22
122980,57,39,4,F,Married,11,P,226
150685,31,11,4,M,Married,7,P,347
115819,31,13,4,F,Married,2,D,716
183911,27,6,4,M,Single,11,P,303
122506,28,7,4,F,Single,7,P,410
128269,21,3,4,M,Single,2,D,1663
164762,23,6,4,F,Married,14,P,186
166545,23,4,4,M,Married,11,P,182
149954,63,45,4,M,Single,14,P,197
153316,32,14,4,F,Married,7,P,301
127859,60,43,4,M,Single,12,P,227
154904,20,1,4,M,Married,6,D,631
103111,57,37,4,F,Single,5,P,431
110970,26,8,4,M,Single,14,P,223
128305,65,47,4,M,Married,0,P,74
152725,63,46,4,M,Single,14,P,42
165843,25,7,4,F,Married,14,P,399
191562,49,29,4,F,Married,8,P,307
100950,47,29,4,M,Single,11,P,385
111939,44,27,4,F,Single,4,D,518
177553,16,0,4,F,Married,12,P,294
139876,17,0,4,M,Single,13,D,719
162907,19,1,4,F,Married,15,P,287
177277,52,31,4,F,Married,2,P,487
185162,22,5,4,F,Married,12,P,388
124720,22,3,4,F,Married,7,P,383
140074,36,19,4,F,Married,4,D,579
152444,25,7,4,F,Married,3,D,509
108960,21,2,4,F,Single,13,D,504
185136,67,50,4,M,Single,12,P,68
148887,66,46,4,F,Single,14,P,210
125978,21,4,4,M,Married,12,P,416
184426,67,47,4,F,Single,4,P,432
169239,25,7,4,F,Married,8,P,393
160732,22,3,4,M,Single,4,D,732
190848,50,32,4,F,Single,2,P,397
153082,39,21,4,M,Single,0,D,894
190417,61,40,4,M,Single,2,P,339
134458,24,7,4,M,Married,14,P,312
119010,49,28,4,M,Married,3,P,484
193389,17,0,4,F,Single,12,P,334
116693,20,3,4,M,Single,15,D,907
138334,60,39,4,M,Married,15,P,20
179479,52,31,4,F,Married,4,P,401
195315,18,0,4,M,Married,11,P,381
139548,23,6,4,F,Single,9,D,768
190438,19,0,4,M,Single,6,D,756
110601,64,44,4,M,Married,13,P,364
170000,57,38,4,F,Single,13,P,373
129317,30,13,4,F,Single,0,D,516
163356,45,24,4,F,Single,9,P,444
143790,20,3,4,M,Married,11,P,412
192469,64,44,4,F,Married,2,P,153
193903,19,1,4,F,Married,6,P,238
107969,16,0,4,F,Married,13,P,135
103049,19,2,4,M,Married,14,P,303
103517,50,31,4,M,Single,10,P,413
120187,22,4,4,F,Single,7,D,721
168964,37,19,4,M,Married,11,P,182
196872,60,43,4,F,Single,5,P,266
187204,20,3,4,F,Married,11,P,416
136373,41,23,4,M,Single,10,P,357
160716,46,26,4,F,Single,3,P,480
163744,23,5,4,M,Married,11,P,373
179055,22,5,4,M,Single,11,D,825
148589,65,44,4,F,Single,4,P,48
158451,69,51,4,F,Married,7,P,124
168897,67,49,4,M,Married,12,P,13
105859,61,40,4,F,Single,1,D,532
132987,69,51,4,M,Single,7,P,350
139592,68,51,4,M,Single,14,P,275
199290,17,0,4,F,Married,15,P,307
149873,43,26,4,M,Married,3,P,381
165833,69,52,4,F,Single,5,P,359
170783,60,43,4,M,Married,9,P,97
147885,25,8,4,F,Single,12,P,150
126334,26,5,4,F,Single,13,P,348
182934,43,22,4,M,Single,2,D,801
188465,39,18,4,F,Married,1,P,452
125963,63,43,4,F,Married,10,P,111
164436,64,47,4,M,Married,6,P,40
190949,51,33,4,M,Single,9,P,403
196361,17,0,4,F,Married,15,P,353
119952,56,36,4,M,Single,1,D,659
152242,59,40,4,F,Married,0,D,588
100087,37,19,4,M,Married,10,P,394
124452,57,40,4,F,Single,4,D,630
193935,24,7,4,M,Single,11,D,625
186553,69,50,4,F,Married,3,D,655
106357,50,31,4,F,Single,10,D,513
136198,65,46,4,M,Married,3,P,470
139589,35,15,4,M,Single,9,P,449
192503,47,26,4,F,Single,12,P,178
191863,45,26,4,M,Married,15,P,224
175567,26,7,4,F,Single,10,P,449
136313,56,37,4,F,Married,13,P,189
156589,68,48,4,F,Single,6,P,254
178008,53,35,4,M,Married,8,P,359
181066,70,52,4,F,Married,2,P,244
142834,26,6,4,F,Married,1,P,388
103927,68,47,4,F,Married,7,P,218
127072,43,25,4,M,Married,8,P,353
188005,16,0,4,M,Married,8,P,394
122274,45,24,4,F,Single,0,D,685
170667,49,31,4,M,Married,9,P,370
149664,63,46,4,F,Married,15,P,76
176454,69,52,4,M,Single,12,P,398
183180,23,5,4,F,Married,15,P,262
107023,25,8,4,M,Single,9,D,1026
151489,25,6,4,F,Married,11,D,522
149787,60,40,4,M,Single,10,P,342
123115,30,9,4,F,Single,13,P,347
191167,49,32,4,F,Single,3,D,537
118945,62,43,4,F,Married,0,P,33
108937,22,5,4,M,Married,15,P,244
149164,24,7,4,M,Married,12,D,551
146829,45,27,4,F,Single,7,P,458
178490,45,24,4,F,Single,15,P,188
157608,22,5,4,M,Married,14,P,214
179453,68,47,4,F,Single,11,P,136
182889,67,46,4,M,Married,2,P,317
135461,65,47,4,F,Single,11,P,87
147246,57,37,4,M,Single,14,P,367
198492,67,49,4,F,Married,10,P,31
153518,21,4,4,M,Single,14,D,850
186922,26,5,4,M,Married,8,P,376
176996,22,5,4,M,Single,14,D,622
124726,70,49,4,M,Married,10,P,41
146297,35,17,4,M,Married,6,P,438
191172,22,5,4,M,Married,11,P,337
178900,28,10,4,M,Married,13,P,322
146373,16,0,4,M,Married,14,P,268
164172,48,29,4,M,Single,9,P,399
144340,17,0,4,F,Married,15,P,306
182659,68,47,4,M,Married,5,P,204
134971,20,3,4,F,Single,7,D,761
134307,29,8,4,M,Married,10,P,323
148679,25,7,4,M,Married,6,D,582
135462,23,6,4,M,Married,15,P,476
105763,56,38,4,M,Single,9,D,529
178204,19,0,4,F,Single,13,P,280
191136,64,47,4,F,Single,13,P,110
113217,41,21,4,F,Single,3,P,478
114354,53,36,4,M,Single,5,D,790
126822,61,41,4,M,Single,6,P,418
177471,68,48,4,M,Married,4,P,394
